tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1983$705,North Conway,Clay,56,A,19830725,12,100568,"","",John Mattke,R,183,USA,24.180698152,,,107626,"","",Manuel Rodriguez,R,,CHI,,,,6$2 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,13,101131,"","",Jimmy Brown,R,180,USA,17.6837782341,97,0,101098,"","",Guy Forget,L,190,FRA,17.9958932238,70,0,6$4 7$5,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,14,100232,"","",Eddie Dibbs,R,170,USA,31.8603696099,56,0,100540,"","",Drew Gitlin,R,178,USA,24.6078028747,90,0,6$4 6$0,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,15,100174,15,"",Manuel Orantes,L,178,ESP,33.9055441478,41,0,100894,"","",Francesco Cancellotti,R,183,ITA,19.8494182067,267,0,6$3 7$5,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,16,100297,11,"",Corrado Barazzutti,R,178,ITA,29.8699520876,113,0,100609,"","",Zoltan Kuharszky,R,183,HUN,23.4907597536,130,0,6$1 6$0,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,17,100525,"","",Gilles Moretton,R,190,FRA,24.8952772074,130,0,100661,"","",Damir Keretic,R,178,GER,22.7734428474,69,0,6$7 6$2 7$6,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,18,100477,"","",Gianni Ocleppo,R,183,ITA,25.7440109514,151,0,100848,"","",Alberto Tous,R,175,ESP,20.4188911704,91,0,7$6 6$7 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,19,100942,"","",Thierry Tulasne,R,178,FRA,19.4798083504,98,0,100286,"","",Harold Solomon,R,168,USA,30.2943189596,66,0,6$1 6$4,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,20,100503,"",Q,Lorenzo Fargas,R,173,ESP,25.2073921971,408,0,100758,"","",John Van Nostrand,R,,USA,21.4647501711,523,0,6$1 4$6 6$3,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,21,100653,9,"",Andres Gomez,L,193,ECU,22.8501026694,15,0,100719,"","",Juan Avendano,R,178,ESP,21.9274469541,93,0,2$6 6$3 6$4,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,22,100449,"","",Stanislav Birner,R,170,CZE,26.2286105407,160,0,100395,13,"",Victor Pecci,R,193,PAR,27.2197125257,68,0,6$3 3$6 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,23,100763,"","",Brad Gilbert,R,185,USA,21.401779603,54,0,100815,"",Q,David Pate,R,183,USA,20.7173169062,203,0,6$2 7$6,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,24,100922,"","",Roberto Arguello,U,173,ARG,19.6468172485,743,0,100604,"","",Egan Adams,R,178,USA,23.5537303217,109,0,6$2 7$5,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,25,100300,1,"",Jose Higueras,R,178,ESP,29.8425735797,11,0,100829,"","",Jan Gunnarsson,R,185,SWE,20.5968514716,143,0,6$3 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,26,100536,16,"",Fernando Luna,R,175,ESP,24.6954140999,62,0,100585,"","",Van Winitsky,L,185,USA,23.8138261465,53,0,6$3 3$6 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,27,100611,10,"",Mel Purcell,R,178,USA,23.4633812457,27,0,100651,"","",Alejandro Ganzabal,R,180,ARG,22.8802190281,92,0,7$5 3$6 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,28,100646,"","",Claudio Panatta,R,178,ITA,22.9185489391,76,0,100532,5,"",Johan Kriek,R,175,USA,24.7474332649,12,0,6$3 3$6 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,29,100555,3,"",Jose Luis Clerc,R,185,ARG,24.3832991102,6,0,100673,"","",Robbie Venter,L,180,RSA,22.6584531143,217,0,6$2 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,30,100809,"","",Juan Aguilera,R,183,ESP,20.7857631759,227,0,100367,"",Q,Belus Prajoux,R,170,CHI,27.8494182067,172,0,6$1 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,31,100715,"","",Jim Gurfein,L,175,USA,21.9958932238,118,0,100800,14,"",Diego Perez,R,178,URU,20.8980150582,121,0,6$3 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,32,100936,7,"",Henri Leconte,L,185,FRA,19.5017111567,28,0,100568,"","",John Mattke,R,183,USA,24.180698152,,,6$3 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,33,101131,"","",Jimmy Brown,R,180,USA,17.6837782341,97,0,100474,8,"",Chris Lewis NZL,R,180,NZL,25.8206707734,57,0,6$2 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,34,100232,"","",Eddie Dibbs,R,170,USA,31.8603696099,56,0,100174,15,"",Manuel Orantes,L,178,ESP,33.9055441478,41,0,6$1 2$6 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,35,100297,11,"",Corrado Barazzutti,R,178,ITA,29.8699520876,113,0,100525,"","",Gilles Moretton,R,190,FRA,24.8952772074,130,0,6$1 5$7 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,36,101061,4,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,100477,"","",Gianni Ocleppo,R,183,ITA,25.7440109514,151,0,6$4 6$7 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,37,101013,6,"",Henrik Sundstrom,R,188,SWE,18.8446269678,82,0,100942,"","",Thierry Tulasne,R,178,FRA,19.4798083504,98,0,2$6 6$3 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,38,100653,9,"",Andres Gomez,L,193,ECU,22.8501026694,15,0,100503,"",Q,Lorenzo Fargas,R,173,ESP,25.2073921971,408,0,6$3 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,39,100449,"","",Stanislav Birner,R,170,CZE,26.2286105407,160,0,100763,"","",Brad Gilbert,R,185,USA,21.401779603,54,0,6$2 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,40,100282,2,"",Guillermo Vilas,L,180,ARG,30.379192334,4,0,100922,"","",Roberto Arguello,U,173,ARG,19.6468172485,743,0,6$1 6$0,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,41,100300,1,"",Jose Higueras,R,178,ESP,29.8425735797,11,0,100536,16,"",Fernando Luna,R,175,ESP,24.6954140999,62,0,6$3 7$6,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,42,100611,10,"",Mel Purcell,R,178,USA,23.4633812457,27,0,100646,"","",Claudio Panatta,R,178,ITA,22.9185489391,76,0,6$3 3$6 6$0,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,43,100555,3,"",Jose Luis Clerc,R,185,ARG,24.3832991102,6,0,100809,"","",Juan Aguilera,R,183,ESP,20.7857631759,227,0,6$3 6$2,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,44,100715,"","",Jim Gurfein,L,175,USA,21.9958932238,118,0,100936,7,"",Henri Leconte,L,185,FRA,19.5017111567,28,0,7$5 7$6,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,45,101131,"","",Jimmy Brown,R,180,USA,17.6837782341,97,0,100232,"","",Eddie Dibbs,R,170,USA,31.8603696099,56,0,6$2 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,46,101061,4,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,100297,11,"",Corrado Barazzutti,R,178,ITA,29.8699520876,113,0,7$5 7$5,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,47,100653,9,"",Andres Gomez,L,193,ECU,22.8501026694,15,0,101013,6,"",Henrik Sundstrom,R,188,SWE,18.8446269678,82,0,6$3 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,48,100282,2,"",Guillermo Vilas,L,180,ARG,30.379192334,4,0,100449,"","",Stanislav Birner,R,170,CZE,26.2286105407,160,0,6$1 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,49,100300,1,"",Jose Higueras,R,178,ESP,29.8425735797,11,0,100611,10,"",Mel Purcell,R,178,USA,23.4633812457,27,0,7$5 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,50,100555,3,"",Jose Luis Clerc,R,185,ARG,24.3832991102,6,0,100715,"","",Jim Gurfein,L,175,USA,21.9958932238,118,0,6$3 6$2,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,51,101061,4,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,101131,"","",Jimmy Brown,R,180,USA,17.6837782341,97,0,6$2 6$0,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,52,100653,9,"",Andres Gomez,L,193,ECU,22.8501026694,15,0,100282,2,"",Guillermo Vilas,L,180,ARG,30.379192334,4,0,6$4 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,53,100555,3,"",Jose Luis Clerc,R,185,ARG,24.3832991102,6,0,100300,1,"",Jose Higueras,R,178,ESP,29.8425735797,11,0,7$5 6$1,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,54,100653,9,"",Andres Gomez,L,193,ECU,22.8501026694,15,0,101061,4,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,6$3 6$2,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$705,North Conway,Clay,56,A,19830725,55,100555,3,"",Jose Luis Clerc,R,185,ARG,24.3832991102,6,0,100653,9,"",Andres Gomez,L,193,ECU,22.8501026694,15,0,6$3 6$1,3,F,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,1,101113,"","",Michael Westphal,R,190,GER,17.8699520876,205,0,100261,1,"",Brian Gottfried,R,183,USA,30.9349760438,21,0,6$3 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,2,100537,"","",Mike Brunnberg,R,190,USA,24.6680355921,165,0,100436,"","",Nick Saviano,L,180,USA,26.5790554415,98,0,6$3 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,3,100887,"","",Eric Korita,R,196,USA,19.9726214921,240,0,100319,"",Q,Rick Fagel,R,180,USA,29.0951403149,217,0,6$3 3$6 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,4,100343,"",Q,John Lloyd,R,178,GBR,28.3531827515,197,0,100655,6,"",Fritz Buehning,R,196,USA,22.8309377139,59,0,6$4 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,5,100523,"","",Erick Iskersky,R,180,USA,24.93908282,112,0,100393,4,"",Marcos Hocevar,R,185,BRA,27.2717316906,37,0,6$4 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,6,100276,"","",Terry Moor,L,178,USA,30.6967830253,122,0,100926,"","",Ken Flach,R,185,USA,19.613963039,,,6$4 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,7,100551,"","",Brad Drewett,L,185,AUS,24.4599589322,116,0,100186,"","",Jeff Borowiak,R,193,USA,33.273100616,82,0,6$3 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,8,100635,7,"",Mark Dickson,R,190,USA,23.0718685832,40,0,100624,"","",Derek Tarr,L,185,USA,23.3018480493,133,0,6$7 6$4 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,9,100950,8,"",Libor Pimek,R,196,BEL,19.4195756331,219,0,100281,"","",Sashi Menon,R,180,IND,30.4010951403,147,0,6$1 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,10,100901,"","",Paul Annacone,R,185,USA,19.7919233402,,,100699,"","",Chris Johnstone,R,175,AUS,22.2258726899,132,0,7$6 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,11,100495,"",Q,Wayne Hampson,R,183,AUS,25.363449692,206,0,100354,"","",Bernard Mitton,R,188,RSA,28.1505817933,162,0,3$6 6$2 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,12,100244,3,"",John Alexander,R,190,AUS,31.5017111567,31,0,100625,"","",Scott Lipton,L,,USA,23.3018480493,211,0,6$1 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,13,100356,5,"",Paul Mcnamee,R,178,AUS,28.1423682409,33,0,100430,"","",David Carter,R,183,AUS,26.7022587269,190,0,6$2 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,14,100769,"","",Mario Martinez,R,170,BOL,21.3086926762,74,0,100752,"","",Ramesh Krishnan,R,170,IND,21.5797399042,100,0,6$3 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,15,106582,"",Q,Armand Molino,R,,USA,,,,100934,"","",Matt Anger,R,188,USA,19.5400410678,289,0,6$7 6$0 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,16,100562,"","",Tom Cain,R,185,USA,24.2299794661,106,0,100515,2,"",Shlomo Glickstein,R,188,ISR,24.9911019849,38,0,7$6 3$6 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,17,101113,"","",Michael Westphal,R,190,GER,17.8699520876,205,0,100537,"","",Mike Brunnberg,R,190,USA,24.6680355921,165,0,6$4 6$2,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,18,100887,"","",Eric Korita,R,196,USA,19.9726214921,240,0,100343,"",Q,John Lloyd,R,178,GBR,28.3531827515,197,0,6$4 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,19,100276,"","",Terry Moor,L,178,USA,30.6967830253,122,0,100523,"","",Erick Iskersky,R,180,USA,24.93908282,112,0,4$6 6$4 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,20,100551,"","",Brad Drewett,L,185,AUS,24.4599589322,116,0,100635,7,"",Mark Dickson,R,190,USA,23.0718685832,40,0,7$5 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,21,100950,8,"",Libor Pimek,R,196,BEL,19.4195756331,219,0,100901,"","",Paul Annacone,R,185,USA,19.7919233402,,,6$3 7$5,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,22,100244,3,"",John Alexander,R,190,AUS,31.5017111567,31,0,100495,"",Q,Wayne Hampson,R,183,AUS,25.363449692,206,0,7$6 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,23,100356,5,"",Paul Mcnamee,R,178,AUS,28.1423682409,33,0,100769,"","",Mario Martinez,R,170,BOL,21.3086926762,74,0,6$2 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,24,100562,"","",Tom Cain,R,185,USA,24.2299794661,106,0,106582,"",Q,Armand Molino,R,,USA,,,,5$7 6$3 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,25,100887,"","",Eric Korita,R,196,USA,19.9726214921,240,0,101113,"","",Michael Westphal,R,190,GER,17.8699520876,205,0,7$6 7$6,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,26,100551,"","",Brad Drewett,L,185,AUS,24.4599589322,116,0,100276,"","",Terry Moor,L,178,USA,30.6967830253,122,0,6$3 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,27,100244,3,"",John Alexander,R,190,AUS,31.5017111567,31,0,100950,8,"",Libor Pimek,R,196,BEL,19.4195756331,219,0,6$4 6$3,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,28,100356,5,"",Paul Mcnamee,R,178,AUS,28.1423682409,33,0,100562,"","",Tom Cain,R,185,USA,24.2299794661,106,0,6$3 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,29,100551,"","",Brad Drewett,L,185,AUS,24.4599589322,116,0,100887,"","",Eric Korita,R,196,USA,19.9726214921,240,0,6$3 6$4,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,30,100244,3,"",John Alexander,R,190,AUS,31.5017111567,31,0,100356,5,"",Paul Mcnamee,R,178,AUS,28.1423682409,33,0,6$3 4$6 7$5,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$707,South Orange,Clay,32,A,19830725,31,100551,"","",Brad Drewett,L,185,AUS,24.4599589322,116,0,100244,3,"",John Alexander,R,190,AUS,31.5017111567,31,0,4$6 6$4 7$6,3,F,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,1,100445,1,"",Steve Denton,R,188,USA,26.3271731691,13,0,100126,"","",Stan Smith,R,193,USA,36.0547570157,152,0,6$4 6$7 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,2,100115,"","",Jaime Fillol,R,180,CHI,36.5859000684,77,0,100472,"","",Craig Wittus,R,180,USA,25.8562628337,163,0,7$5 3$6 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,3,100934,"","",Matt Anger,R,188,USA,19.5400410678,289,0,100562,"","",Tom Cain,R,185,USA,24.2299794661,106,0,7$6 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,4,100936,5,"",Henri Leconte,L,185,FRA,19.5017111567,28,0,100436,"","",Nick Saviano,L,180,USA,26.5790554415,98,0,6$4 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,5,100452,4,"",Bill Scanlon,R,185,USA,26.1382614648,71,0,100663,"",Q,Marcel Freeman,R,173,USA,22.7624914442,,,6$4 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,6,100475,"","",Matt Mitchell,R,180,USA,25.8015058179,110,0,100655,"","",Fritz Buehning,R,196,USA,22.8309377139,59,0,6$3 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,7,100255,"","",Roscoe Tanner,L,183,USA,31.2197125257,43,0,100553,"","",Nduka Odizor,R,183,NGR,24.4024640657,80,0,6$3 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,8,100486,8,"",Christophe Roger Vasselin,R,188,FRA,25.4893908282,139,0,100321,"","",Vijay Amritraj,R,193,IND,29.054072553,,,7$6 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,9,100360,6,"",Brian Teacher,R,190,USA,28.0301163587,18,0,100631,"","",Tim Wilkison,L,180,USA,23.112936345,55,0,7$6 4$6 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,10,100657,"",Q,Mike Leach,L,180,USA,22.8199863107,143,0,100326,"","",Russell Simpson,R,188,NZL,28.8624229979,50,0,3$6 6$3 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,11,100765,"","",Rodney Harmon,R,188,USA,21.3826146475,67,0,100339,"","",Victor Amaya,L,201,USA,28.5065023956,58,0,6$2 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,12,100261,3,"",Brian Gottfried,R,183,USA,30.9349760438,21,0,100575,"","",Andy Andrews,R,185,USA,24.0054757016,103,0,4$6 6$3 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,13,100567,"","",Chip Hooper,R,198,USA,24.1943874059,30,0,100713,7,"",John Fitzgerald,R,183,AUS,22.0150581793,78,0,6$4 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,14,100855,"",Q,Scott Davis,R,188,USA,20.3531827515,193,0,100402,"","",Francisco Gonzalez,R,193,PAR,27.1238877481,114,0,6$3 6$0,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,15,100606,"","",Mike Bauer,R,188,USA,23.5154004107,89,0,100780,"","",Mike De Palmer,L,185,USA,21.2128678987,51,0,6$1 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,16,100887,"","",Eric Korita,R,196,USA,19.9726214921,240,0,100532,2,"",Johan Kriek,R,175,USA,24.7474332649,12,0,6$3 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,17,100445,1,"",Steve Denton,R,188,USA,26.3271731691,13,0,100115,"","",Jaime Fillol,R,180,CHI,36.5859000684,77,0,7$5 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,18,100936,5,"",Henri Leconte,L,185,FRA,19.5017111567,28,0,100934,"","",Matt Anger,R,188,USA,19.5400410678,289,0,6$2 7$6,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,19,100452,4,"",Bill Scanlon,R,185,USA,26.1382614648,71,0,100475,"","",Matt Mitchell,R,180,USA,25.8015058179,110,0,6$3 6$2,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,20,100255,"","",Roscoe Tanner,L,183,USA,31.2197125257,43,0,100486,8,"",Christophe Roger Vasselin,R,188,FRA,25.4893908282,139,0,6$1 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,21,100360,6,"",Brian Teacher,R,190,USA,28.0301163587,18,0,100657,"",Q,Mike Leach,L,180,USA,22.8199863107,143,0,7$6 6$1,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,22,100261,3,"",Brian Gottfried,R,183,USA,30.9349760438,21,0,100765,"","",Rodney Harmon,R,188,USA,21.3826146475,67,0,7$5 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,23,100855,"",Q,Scott Davis,R,188,USA,20.3531827515,193,0,100567,"","",Chip Hooper,R,198,USA,24.1943874059,30,0,6$2 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,24,100887,"","",Eric Korita,R,196,USA,19.9726214921,240,0,100606,"","",Mike Bauer,R,188,USA,23.5154004107,89,0,7$6 5$2,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,25,100936,5,"",Henri Leconte,L,185,FRA,19.5017111567,28,0,100445,1,"",Steve Denton,R,188,USA,26.3271731691,13,0,6$1 2$6 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,26,100452,4,"",Bill Scanlon,R,185,USA,26.1382614648,71,0,100255,"","",Roscoe Tanner,L,183,USA,31.2197125257,43,0,6$4 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,27,100360,6,"",Brian Teacher,R,190,USA,28.0301163587,18,0,100261,3,"",Brian Gottfried,R,183,USA,30.9349760438,21,0,6$4 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,28,100855,"",Q,Scott Davis,R,188,USA,20.3531827515,193,0,100887,"","",Eric Korita,R,196,USA,19.9726214921,240,0,7$6 6$2,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,29,100452,4,"",Bill Scanlon,R,185,USA,26.1382614648,71,0,100936,5,"",Henri Leconte,L,185,FRA,19.5017111567,28,0,6$3 4$6 7$5,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,30,100360,6,"",Brian Teacher,R,190,USA,28.0301163587,18,0,100855,"",Q,Scott Davis,R,188,USA,20.3531827515,193,0,2$6 6$3 6$4,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$343,Columbus,Hard,32,A,19830801,31,100360,6,"",Brian Teacher,R,190,USA,28.0301163587,18,0,100452,4,"",Bill Scanlon,R,185,USA,26.1382614648,71,0,7$6 6$4,3,F,,,,,,,,,,,,,,,,,,,,1983
1983$419,Indianapolis,Clay,56,A,19830801,1,101131,"","",Jimmy Brown,R,180,USA,17.6837782341,97,0,101145,"",Q,Jonathan Canter,R,185,USA,17.582477755,279,0,6$4 6$1,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$419,Indianapolis,Clay,56,A,19830801,2,100430,"","",David Carter,R,183,AUS,26.7022587269,190,0,100221,"","",Carlos Kirmayr,R,173,BRA,32.2792607803,52,0,6$3 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
