tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1983$D020,Davis Cup AME SF: ECU vs CAN,Clay,4,D,19830506,2,100526,"","",Ricardo Ycaza,R,183,ECU,,,,100494,"","",John Picken,R,,CAN,,,,6$4 2$6 6$0 6$4,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D020,Davis Cup AME SF: ECU vs CAN,Clay,4,D,19830506,3,100494,"","",John Picken,R,,CAN,,,,108806,"","",Martin Aguirre,U,,ECU,,,,6$1 6$0,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D020,Davis Cup AME SF: ECU vs CAN,Clay,4,D,19830506,4,100727,"","",Raul Antonio Viver,L,190,ECU,,,,100836,"","",Glenn Michibata,R,175,CAN,,,,6$4 6$4,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D042,Davis Cup WG SF: IND vs THA,Grass,4,D,19830506,1,100321,"","",Vijay Amritraj,R,193,IND,,,,110982,"","",Sombat Uamongkol,U,,THA,,,,6$4 6$0 6$3,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D042,Davis Cup WG SF: IND vs THA,Grass,4,D,19830506,2,100281,"","",Sashi Menon,R,180,IND,,,,108335,"","",Supoj Meesawad,R,,THA,,,,7$5 6$2 6$0,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D042,Davis Cup WG SF: IND vs THA,Grass,4,D,19830506,3,100281,"","",Sashi Menon,R,180,IND,,,,110982,"","",Sombat Uamongkol,U,,THA,,,,7$5 6$3,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D042,Davis Cup WG SF: IND vs THA,Grass,4,D,19830506,4,107840,"","",Nandan Bal,R,,IND,,,,108335,"","",Supoj Meesawad,R,,THA,,,,6$4 9$7,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D046,Davis Cup G2 SF: JPN vs KOR,Hard,4,D,19830506,1,100485,"","",Tsuyoshi Fukui,R,170,JPN,,,,100853,"","",Dong Wook Song,L,175,KOR,,,,2$6 6$2 6$1 7$5,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D046,Davis Cup G2 SF: JPN vs KOR,Hard,4,D,19830506,2,100566,"","",Hitoshi Shirato,R,,JPN,,,,100733,"","",Woo Ryong Lee,R,173,KOR,,,,4$6 6$1 6$4 6$3,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D046,Davis Cup G2 SF: JPN vs KOR,Hard,4,D,19830506,3,100485,"","",Tsuyoshi Fukui,R,170,JPN,,,,100733,"","",Woo Ryong Lee,R,173,KOR,,,,6$1 6$1,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D046,Davis Cup G2 SF: JPN vs KOR,Hard,4,D,19830506,4,100853,"","",Dong Wook Song,L,175,KOR,,,,100566,"","",Hitoshi Shirato,R,,JPN,,,,7$5 7$5,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D049,Davis Cup EUR R1: MON vs LUX,Clay,4,D,19830506,1,106615,"","",Bernard Balleret,R,,MON,,,,111058,"","",Marcos Klensch,U,,LUX,,,,6$0 6$3 6$2,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D049,Davis Cup EUR R1: MON vs LUX,Clay,4,D,19830506,2,111059,"","",Michel Borfiga,U,,MON,,,,100991,"","",Johnny Goudenbour,R,178,LUX,,,,6$3 10$8 6$1,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D049,Davis Cup EUR R1: MON vs LUX,Clay,4,D,19830506,3,111059,"","",Michel Borfiga,U,,MON,,,,111058,"","",Marcos Klensch,U,,LUX,,,,6$2 6$3,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D049,Davis Cup EUR R1: MON vs LUX,Clay,4,D,19830506,4,100991,"","",Johnny Goudenbour,R,178,LUX,,,,110922,"","",Albert Viviani,U,,MON,,,,6$8 6$4 7$5,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D052,Davis Cup EUR R1: POR vs NED,Clay,4,D,19830506,1,100628,"","",Michiel Schapers,R,201,NED,,,,107960,"","",Pedro Cordeiro,R,,POR,,,,6$2 6$4 6$4,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D052,Davis Cup EUR R1: POR vs NED,Clay,4,D,19830506,2,101046,"","",Eric Wilborts,R,,NED,,,,110939,"","",Manuel De Sousa,U,,POR,,,,6$2 6$3 7$5,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D052,Davis Cup EUR R1: POR vs NED,Clay,4,D,19830506,3,100628,"","",Michiel Schapers,R,201,NED,,,,110939,"","",Manuel De Sousa,U,,POR,,,,6$2 6$2,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D052,Davis Cup EUR R1: POR vs NED,Clay,4,D,19830506,4,107960,"","",Pedro Cordeiro,R,,POR,,,,101046,"","",Eric Wilborts,R,,NED,,,,5$7 6$1 6$1,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D058,Davis Cup EUR R1: YUG vs TUN,Clay,4,D,19830506,1,100946,"","",Slobodan Zivojinovic,R,198,YUG,,,,111117,"","",Hichem Riani,U,,TUN,,,,6$2 6$2 6$2,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D058,Davis Cup EUR R1: YUG vs TUN,Clay,4,D,19830506,2,100701,"","",Marko Ostoja,R,175,CRO,,,,110895,"","",Abdel Majid Soudani,U,,TUN,,,,6$0 6$2 5$2 RET,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D059,Davis Cup EUR R1: TUR vs ZIM,Clay,4,D,19830506,1,107897,"","",Orlando Lourenco,R,,ZIM,,,,107845,"","",Necvet Demir,R,,TUR,,,,6$1 6$3 6$1,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D059,Davis Cup EUR R1: TUR vs ZIM,Clay,4,D,19830506,2,108007,"","",Phillip Tuckniss,R,,ZIM,,,,111118,"","",Metin Gurel,U,,TUR,,,,6$2 6$1 6$2,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D059,Davis Cup EUR R1: TUR vs ZIM,Clay,4,D,19830506,3,108007,"","",Phillip Tuckniss,R,,ZIM,,,,107845,"","",Necvet Demir,R,,TUR,,,,6$4 2$6 6$0,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D059,Davis Cup EUR R1: TUR vs ZIM,Clay,4,D,19830506,4,107897,"","",Orlando Lourenco,R,,ZIM,,,,111118,"","",Metin Gurel,U,,TUR,,,,6$0 6$2,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,1,100160,"",Q,Georges Goven,R,173,FRA,34.688569473,252,0,100342,1,"",Vitas Gerulaitis,R,183,USA,28.4407939767,5,0,6$3 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,2,100701,"","",Marko Ostoja,R,175,CRO,22.2039698836,156,0,100907,"","",Luca Bottazzi,R,170,ITA,19.7590691307,,,4$1 RET,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,3,100232,"","",Eddie Dibbs,R,170,USA,31.8603696099,56,0,100214,"","",Adriano Panatta,R,183,ITA,32.4873374401,174,0,6$2 4$6 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,4,100323,"","",Givaldo Barbosa,R,183,BRA,28.93908282,110,0,100468,7,"",Dominique Bedel,R,185,FRA,25.8672142368,45,0,6$0 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,5,100894,"","",Francesco Cancellotti,R,183,ITA,19.8494182067,267,0,100244,3,"",John Alexander,R,190,AUS,31.5017111567,31,0,6$3 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,6,100314,"","",Bernard Fritz,R,173,FRA,29.2457221081,94,0,100923,"","",Wally Masur,R,180,AUS,19.6440793977,125,0,1$6 6$4 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,7,100233,"","",Ricardo Cano,R,170,ARG,31.8521560575,219,0,100477,"","",Gianni Ocleppo,R,183,ITA,25.7440109514,151,0,6$2 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,8,100780,5,"",Mike De Palmer,L,185,USA,21.2128678987,51,0,100615,"","",Gianluca Rinaldini,R,,ITA,23.4004106776,128,0,4$6 6$3 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,9,100719,"","",Juan Avendano,R,178,ESP,21.9274469541,93,0,100962,8,"",Thomas Hogstedt,R,190,SWE,19.2854209446,88,0,7$6 1$6 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,10,100640,"","",Stefan Simonsson,R,175,SWE,22.9952087611,105,0,100249,"","",Paolo Bertolucci,R,175,ITA,31.4195756331,285,0,6$3 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,11,101073,"",Q,Martin Jaite,R,178,ARG,18.2340862423,285,0,100769,"","",Mario Martinez,R,170,BOL,21.3086926762,74,0,2$6 6$2 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,12,100394,"","",Angel Gimenez,R,163,ESP,27.2334017796,164,0,100417,4,"",Hans Gildemeister,R,183,CHI,26.8993839836,35,0,7$5 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,13,100942,"","",Thierry Tulasne,R,178,FRA,19.4798083504,98,0,100395,6,"",Victor Pecci,R,193,PAR,27.2197125257,68,0,6$4 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,14,100730,"","",Florin Segarceanu,R,180,ROU,21.7659137577,125,0,100762,"","",Freddie Sauer,R,,RSA,21.4209445585,134,0,6$0 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,15,101138,"","",Pat Cash,R,183,AUS,17.6043805613,44,0,100402,"","",Francisco Gonzalez,R,193,PAR,27.1238877481,114,0,6$4 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,16,101061,2,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,100525,"","",Gilles Moretton,R,190,FRA,24.8952772074,130,0,6$3 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,17,100160,"",Q,Georges Goven,R,173,FRA,34.688569473,252,0,100701,"","",Marko Ostoja,R,175,CRO,22.2039698836,156,0,6$3 7$6,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,18,100232,"","",Eddie Dibbs,R,170,USA,31.8603696099,56,0,100323,"","",Givaldo Barbosa,R,183,BRA,28.93908282,110,0,2$6 7$6 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,19,100894,"","",Francesco Cancellotti,R,183,ITA,19.8494182067,267,0,100314,"","",Bernard Fritz,R,173,FRA,29.2457221081,94,0,6$7 7$5 RET,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,20,100233,"","",Ricardo Cano,R,170,ARG,31.8521560575,219,0,100780,5,"",Mike De Palmer,L,185,USA,21.2128678987,51,0,6$3 6$7 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,21,100640,"","",Stefan Simonsson,R,175,SWE,22.9952087611,105,0,100719,"","",Juan Avendano,R,178,ESP,21.9274469541,93,0,1$6 7$6 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,22,100394,"","",Angel Gimenez,R,163,ESP,27.2334017796,164,0,101073,"",Q,Martin Jaite,R,178,ARG,18.2340862423,285,0,4$6 6$1 6$0,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,23,100942,"","",Thierry Tulasne,R,178,FRA,19.4798083504,98,0,100730,"","",Florin Segarceanu,R,180,ROU,21.7659137577,125,0,6$2 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,24,101061,2,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,101138,"","",Pat Cash,R,183,AUS,17.6043805613,44,0,6$4 6$1,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,25,100232,"","",Eddie Dibbs,R,170,USA,31.8603696099,56,0,100160,"",Q,Georges Goven,R,173,FRA,34.688569473,252,0,6$3 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,26,100894,"","",Francesco Cancellotti,R,183,ITA,19.8494182067,267,0,100233,"","",Ricardo Cano,R,170,ARG,31.8521560575,219,0,6$4 3$6 7$6,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,27,100640,"","",Stefan Simonsson,R,175,SWE,22.9952087611,105,0,100394,"","",Angel Gimenez,R,163,ESP,27.2334017796,164,0,7$5 7$6,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,28,101061,2,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,100942,"","",Thierry Tulasne,R,178,FRA,19.4798083504,98,0,6$4 6$1,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,29,100894,"","",Francesco Cancellotti,R,183,ITA,19.8494182067,267,0,100232,"","",Eddie Dibbs,R,170,USA,31.8603696099,56,0,3$6 7$5 6$2,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,30,101061,2,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,100640,"","",Stefan Simonsson,R,175,SWE,22.9952087611,105,0,3$6 6$3 6$2,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$310,Florence,Clay,32,A,19830509,31,101061,2,"",Jimmy Arias,R,175,USA,18.3819301848,20,0,100894,"","",Francesco Cancellotti,R,183,ITA,19.8494182067,267,0,6$4 6$3,3,F,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,1,100422,"","",Bruce Manson,L,173,USA,26.7898699521,75,0,100518,"","",Ricardo Acuna,R,175,CHI,24.9719370294,101,0,6$4 6$1,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,2,100332,"","",Balazs Taroczy,R,183,HUN,28.6543463381,26,0,100343,"",Q,John Lloyd,R,178,GBR,28.3531827515,197,0,6$3 6$4,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,3,100440,"",Q,Eddie Edwards,R,190,RSA,26.5023956194,171,0,100653,9,"",Andres Gomez,L,193,ECU,22.8501026694,15,0,6$4 6$3,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,4,100546,"","",Eric Fromm,R,178,USA,24.5201916496,63,0,100376,16,"",Buster C Mottram,R,,GBR,27.6933607118,19,0,6$3 2$6 7$6,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,5,101113,"","",Michael Westphal,R,190,GER,17.8699520876,205,0,100372,"","",Trey Waltke,R,173,USA,27.8028747433,152,0,6$3 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,6,100481,"",Q,Roberto Vizcaino,R,178,ESP,25.6919917864,294,0,100797,"","",Ben Testerman,L,185,USA,20.9171800137,135,0,6$2 6$4,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,7,100174,"","",Manuel Orantes,L,178,ESP,33.9055441478,41,0,100536,"","",Fernando Luna,R,175,ESP,24.6954140999,62,0,6$3 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,8,100646,"","",Claudio Panatta,R,178,ITA,22.9185489391,76,0,100910,"","",Magnus Tideman,R,193,SWE,19.7371663244,103,0,6$7 6$3 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,9,100337,12,"",Mark Edmondson,R,185,AUS,28.5284052019,24,0,100543,"","",Peter Elter,R,178,GER,24.5667351129,81,0,1$6 6$4 7$6,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,10,100411,"","",Pavel Slozil,R,173,CZE,27.0143737166,49,0,100936,13,"",Henri Leconte,L,185,FRA,19.5017111567,28,0,7$6 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,11,100809,"",Q,Juan Aguilera,R,183,ESP,20.7857631759,227,0,100993,"","",Loic Courteau,R,175,FRA,18.9924709103,166,0,6$2 6$3,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,12,100599,"","",Bernard Boileau,R,185,BEL,23.6112251882,71,0,100883,"",LL,Christophe Bernelle,R,185,FRA,20.0082135524,185,0,6$3 6$4,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,13,100857,"","",Sergio Casal,R,185,ESP,20.3203285421,159,0,100579,"","",Heinz Gunthardt,R,180,SUI,23.9014373717,85,0,7$6 6$0,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,14,100297,"","",Corrado Barazzutti,R,178,ITA,29.8699520876,113,0,100179,"",Q,Karl Meiler,R,178,GER,33.6783025325,142,0,6$0 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,15,100280,11,"",Wojtek Fibak,R,183,POL,30.417522245,22,0,100635,"","",Mark Dickson,R,190,USA,23.0718685832,40,0,6$4 6$4,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,16,101131,"","",Jimmy Brown,R,180,USA,17.6837782341,97,0,100611,14,"",Mel Purcell,R,178,USA,23.4633812457,27,0,6$2 2$6 6$3,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,17,100651,"","",Alejandro Ganzabal,R,180,ARG,22.8802190281,92,0,100893,"",Q,Joakim Nystrom,R,188,SWE,19.8685831622,167,0,6$3 7$5,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,18,109771,"","",Jairo Velasco,R,,ESP,35.6550308008,,,100598,"","",Wolfgang Popp,R,183,GER,23.627652293,,,6$4 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,19,100186,"","",Jeff Borowiak,R,193,USA,33.273100616,82,0,100821,"","",Hans Simonsson,R,178,SWE,20.6762491444,46,0,7$6 6$1,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,20,100661,"","",Damir Keretic,R,178,GER,22.7734428474,69,0,100848,"","",Alberto Tous,R,175,ESP,20.4188911704,91,0,3$6 6$3 6$4,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,21,100782,15,"",Pablo Arraya,R,180,PER,21.2019164956,36,0,100286,"","",Harold Solomon,R,168,USA,30.2943189596,66,0,6$2 6$1,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,22,100434,10,"",Tomas Smid,R,190,CZE,26.6228610541,23,0,100474,"","",Chris Lewis NZL,R,180,NZL,25.8206707734,57,0,6$3 6$0,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,23,100757,"","",Anders Jarryd,R,180,SWE,21.4757015743,60,0,100589,"",Q,Harald Theissen,R,,GER,23.7837097878,214,0,6$0 6$2,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,24,100530,"","",Andreas Maurer,R,175,GER,24.8240930869,143,0,101098,"","",Guy Forget,L,190,FRA,17.9958932238,70,0,6$1 6$1,3,R64,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,25,100656,1,"",Ivan Lendl,R,188,USA,22.8254620123,3,0,100422,"","",Bruce Manson,L,173,USA,26.7898699521,75,0,6$2 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,26,100332,"","",Balazs Taroczy,R,183,HUN,28.6543463381,26,0,100440,"",Q,Eddie Edwards,R,190,RSA,26.5023956194,171,0,6$2 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,27,100546,"","",Eric Fromm,R,178,USA,24.5201916496,63,0,101113,"","",Michael Westphal,R,190,GER,17.8699520876,205,0,6$3 1$6 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,28,100261,8,"",Brian Gottfried,R,183,USA,30.9349760438,21,0,100481,"",Q,Roberto Vizcaino,R,178,ESP,25.6919917864,294,0,6$3 1$6 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,29,101062,3,"",Mats Wilander,R,183,SWE,18.3655030801,7,0,100174,"","",Manuel Orantes,L,178,ESP,33.9055441478,41,0,4$6 6$2 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,30,100646,"","",Claudio Panatta,R,178,ITA,22.9185489391,76,0,100337,12,"",Mark Edmondson,R,185,AUS,28.5284052019,24,0,6$3 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,31,100809,"",Q,Juan Aguilera,R,183,ESP,20.7857631759,227,0,100411,"","",Pavel Slozil,R,173,CZE,27.0143737166,49,0,2$6 6$1 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,32,100676,6,"",Yannick Noah,R,193,FRA,22.6283367556,9,0,100599,"","",Bernard Boileau,R,185,BEL,23.6112251882,71,0,6$2 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,33,100586,7,"",Eliot Teltscher,R,178,USA,23.8056125941,14,0,100857,"","",Sergio Casal,R,185,ESP,20.3203285421,159,0,6$3 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,34,100280,11,"",Wojtek Fibak,R,183,POL,30.417522245,22,0,100297,"","",Corrado Barazzutti,R,178,ITA,29.8699520876,113,0,6$3 5$7 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,35,101131,"","",Jimmy Brown,R,180,USA,17.6837782341,97,0,100651,"","",Alejandro Ganzabal,R,180,ARG,22.8802190281,92,0,6$1 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,36,100300,4,"",Jose Higueras,R,178,ESP,29.8425735797,11,0,109771,"","",Jairo Velasco,R,,ESP,35.6550308008,,,6$2 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,37,100186,"","",Jeff Borowiak,R,193,USA,33.273100616,82,0,100555,5,"",Jose Luis Clerc,R,185,ARG,24.3832991102,6,0,7$5 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,38,100782,15,"",Pablo Arraya,R,180,PER,21.2019164956,36,0,100661,"","",Damir Keretic,R,178,GER,22.7734428474,69,0,6$2 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,39,100434,10,"",Tomas Smid,R,190,CZE,26.6228610541,23,0,100757,"","",Anders Jarryd,R,180,SWE,21.4757015743,60,0,6$0 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,40,100282,2,"",Guillermo Vilas,L,180,ARG,30.379192334,4,0,100530,"","",Andreas Maurer,R,175,GER,24.8240930869,143,0,6$4 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,41,100332,"","",Balazs Taroczy,R,183,HUN,28.6543463381,26,0,100656,1,"",Ivan Lendl,R,188,USA,22.8254620123,3,0,6$2 4$6 6$1,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,42,100546,"","",Eric Fromm,R,178,USA,24.5201916496,63,0,100261,8,"",Brian Gottfried,R,183,USA,30.9349760438,21,0,3$6 6$2 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,43,101062,3,"",Mats Wilander,R,183,SWE,18.3655030801,7,0,100646,"","",Claudio Panatta,R,178,ITA,22.9185489391,76,0,6$2 6$2,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,44,100676,6,"",Yannick Noah,R,193,FRA,22.6283367556,9,0,100809,"",Q,Juan Aguilera,R,183,ESP,20.7857631759,227,0,7$5 2$6 6$0,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,45,100586,7,"",Eliot Teltscher,R,178,USA,23.8056125941,14,0,100280,11,"",Wojtek Fibak,R,183,POL,30.417522245,22,0,6$7 6$2 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,46,100300,4,"",Jose Higueras,R,178,ESP,29.8425735797,11,0,101131,"","",Jimmy Brown,R,180,USA,17.6837782341,97,0,6$1 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,47,100186,"","",Jeff Borowiak,R,193,USA,33.273100616,82,0,100782,15,"",Pablo Arraya,R,180,PER,21.2019164956,36,0,6$4 7$6,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,48,100282,2,"",Guillermo Vilas,L,180,ARG,30.379192334,4,0,100434,10,"",Tomas Smid,R,190,CZE,26.6228610541,23,0,6$4 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,49,100546,"","",Eric Fromm,R,178,USA,24.5201916496,63,0,100332,"","",Balazs Taroczy,R,183,HUN,28.6543463381,26,0,6$4 6$1,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$414,Hamburg,Clay,56,A,19830509,50,100676,6,"",Yannick Noah,R,193,FRA,22.6283367556,9,0,101062,3,"",Mats Wilander,R,183,SWE,18.3655030801,7,0,6$4 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
